"Player_Name","player_team","Games","PositionType","kicks","handballs","disposals","disposal_efficiency_percentage","goals","behinds","hitouts","tackles","rebounds","inside_fifties","clearances","clangers","free_kicks_for","free_kicks_against","contested_possessions","uncontested_possessions","brownlow_votes","contested_marks","marks_inside_fifty","one_percenters","bounces","goal_assists","time_on_ground_percentage","centre_clearances","stoppage_clearances","score_involvements","metres_gained","turnovers","intercepts","tackles_inside_fifty","contest_def_losses","contest_def_one_on_ones","contest_off_one_on_ones","contest_off_wins","def_half_pressure_acts","effective_kicks","f50_ground_ball_gets","ground_ball_gets","hitouts_to_advantage","intercept_marks","pressure_acts","ruck_contests","score_launches","spoils"
"Jy Farrar","Gold Coast",1,"Interchange",3,3,6,100,1,0,0,1,0,0,0,0,0,0,2,5,0,0,0,1,0,0,60,0,0,1,34,0,0,1,0,0,0,0,1,3,1,1,0,0,15,0,0,0
"Luke Breust","Hawthorn",80,"Forward",7.99,6.04,14.03,69.96,1.71,0.8,0,4,0.39,2.74,1.32,2.16,1.18,0.92,7.22,7.44,0.11,0.56,1.39,1.09,0.18,0.8,82.03,0.24,1.07,6.17,220.89,2.46,1.49,1.44,0.01,0.04,1.62,0.54,4.85,4.91,1.92,4.83,0,0.08,16.43,0.01,0.92,0.42
"Shaun Burgoyne","Hawthorn",70,"Defender",9.04,8.03,17.07,77.27,0.6,0.4,0,3.66,1.54,2.76,2.34,2.1,0.76,1,7.41,9.4,0.07,0.31,0.5,2.27,0.24,0.59,77.26,0.87,1.47,4.9,237.27,2.54,3.09,0.57,0.19,0.69,0.79,0.21,6.8,6.23,0.99,4.91,0,0.46,15.14,0,1.16,1.09
"Jonathon Ceglar","Hawthorn",39,"Ruck",4.82,6.59,11.41,70.51,0.31,0.18,20.97,2.21,1.03,1.56,2.38,2.49,1,1.31,6.9,4.79,0,1.44,0.51,3.31,0,0.15,77.21,0.64,1.74,3.54,112.62,2.23,1.95,0.21,0.18,0.51,1.82,0.46,3.77,2.41,0.51,2.97,5.31,0.9,8.9,44.67,1.72,2.82
"Dylan Moore","Hawthorn",10,"Interchange",5.4,6.9,12.3,75.3,0.4,0.3,0,2.5,0.5,2.1,0.5,1.4,0.7,0.5,4.7,8.2,0,0.5,0.5,0.8,0.2,0.8,72.2,0.2,0.3,3.5,133.6,2.3,1.9,0.8,0,0,0.1,0,4.2,3.6,1.2,3.4,0,0.2,13.2,0,0.5,0.4
"Harry Morrison","Hawthorn",42,"Interchange",8.33,5.9,14.24,73.69,0.12,0.26,0,2.71,1.05,2.07,1,1.74,0.57,0.55,4.62,9.81,0,0.14,0.29,1.33,0.12,0.33,76.71,0.24,0.76,3.4,208.26,2.74,2.52,0.45,0.1,0.29,0.45,0.07,6.29,5.36,0.74,3.71,0,0.4,13.88,0,0.76,0.74
"Tim O'Brien","Hawthorn",60,"Forward",7.25,3.15,10.4,74.35,0.78,0.4,2.38,1.75,0.8,1.28,0.32,1.47,1.15,0.57,4.52,5.9,0.03,1,0.83,2.65,0,0.28,79.57,0.1,0.22,3.22,171.18,2.3,2.33,0.53,0.18,0.73,1.78,0.45,3.52,5.17,0.52,2.17,0.7,0.53,9.65,9.48,0.5,2.25
"Paul Puopolo","Hawthorn",63,"Forward",5.87,6.11,11.98,73.7,0.84,0.33,0,4.52,0.17,1.95,0.94,2.05,1.1,0.81,5.89,5.78,0.02,0.16,0.4,0.9,0.13,0.6,81.24,0.33,0.6,4.52,147.54,2.57,1.33,1.73,0.02,0.05,1.92,0.3,4.86,3.83,2,4.56,0,0.06,20.6,0,0.68,0.37
"Josh Corbett","Gold Coast",16,"Forward",5.94,3,8.94,63.56,0.38,0.88,0,1.31,0.12,1.5,0.19,1.88,0.88,0.94,4.31,4.94,0,1.31,1.19,0.5,0,0.31,81.62,0,0.19,2.75,144.12,2.69,0.81,0.5,0.06,0.06,3.06,0.88,1.88,3.25,0.44,2,0,0.06,8.44,0,0.31,0.31
"Jack Lukosius","Gold Coast",38,"Defender",10.58,2.97,13.55,68.47,0.16,0.18,0,1.87,3.39,1.89,0.37,2.45,0.39,0.63,3.68,7.68,0,0.53,0.13,2.13,0.18,0.21,79.37,0.05,0.32,2.21,337.34,3.71,3.5,0.08,0.29,0.87,0.5,0.13,6.37,7.32,0.26,2.55,0,0.76,9.89,0,0.53,1.37
"Jarrod Witts","Gold Coast",79,"Ruck",7.01,6.04,13.05,64.13,0.09,0.2,38.24,3.09,1.14,1.95,3.97,2.51,1.57,1.08,7.84,5.19,0.05,0.44,0.24,2.86,0.03,0.16,84.63,1.29,2.7,3.46,164.97,2.38,1.89,0.48,0.18,0.68,0.84,0.15,5.53,3.47,0.53,4.62,10.44,0.59,10.85,74.66,2.53,2.25
"Jeremy Sharp","Gold Coast",2,"Interchange",5,4.5,9.5,74.5,0,0,0,0,1,1.5,0,0,0.5,0,1.5,7.5,0,0,0,0.5,0.5,0,65,0,0,1,172.5,0.5,1.5,0,0,0,0,0,3,3.5,0,1.5,0,0,11,0,0,0.5
"Hugh Greenwood","Gold Coast",68,"Interchange",9,8.12,17.12,65.31,0.57,0.44,0.06,6.54,0.84,1.85,4.66,2.41,0.87,0.82,11.56,5.65,0.03,0.62,0.38,1.29,0,0.26,72.56,1.63,3.03,4.31,176.34,2.93,3.07,1.29,0.01,0.13,0.65,0.21,10.72,4.24,1.69,8.26,0.01,0.4,23.54,0.19,1.59,0.46
"Ben Stratton","Hawthorn",64,"Defender",5.94,4.69,10.62,78.7,0.02,0,0,1.78,1.56,0.38,0.2,1.92,0.59,0.86,3.56,7,0,0.45,0.03,5.42,0.03,0,91.47,0,0.2,1.83,83.91,1.62,4.92,0,0.7,2.44,0.02,0.02,6.58,4.34,0,2.05,0,1.67,7.86,0,0.73,4.47
"Tom Mitchell","Hawthorn",63,"Midfield",13.78,18.98,32.76,73.22,0.4,0.29,0,5.87,1.97,3.81,6.41,3.89,1.7,1.37,14.11,18.92,0.84,0.06,0.22,0.73,0.63,0.37,88.67,2.43,3.97,5.76,355.06,5.22,3.06,0.81,0.08,0.17,0.14,0.03,10.65,8.89,1.21,9.32,0,0.22,21.76,0,1.25,0.19
"Damon Greaves","Hawthorn",3,"Midfield",11.67,5.67,17.33,91,0,0,0,1.67,6.67,1.33,0.33,0.33,0.33,0,3.33,12,0,0,0,1,0,0.67,82.33,0,0.33,3.33,352.67,4,2.33,0,1,1.67,0,0,7.33,11,0,3,0,0,8.67,0,0,1
"Blake Hardwick","Hawthorn",81,"Defender",9.58,5.93,15.51,81.83,0.07,0.05,0,2.47,2.95,1.52,0.35,1.73,0.56,0.63,4.67,10.02,0,0.37,0.07,3.78,0.02,0.14,82.98,0.07,0.27,2.95,221.46,2.65,4.89,0.04,0.46,1.63,0.02,0.01,8.15,7.62,0.1,3.59,0,1.01,11.59,0,1.19,2.9
"Jack Gunston","Hawthorn",81,"Forward",11.41,4.84,16.25,71.23,1.57,1.05,0.05,2.12,1.02,2.67,0.42,1.65,0.78,0.44,5.49,10.69,0.26,0.72,1.46,2.17,0.05,0.74,88.79,0.09,0.35,6,294.68,2.9,2.21,0.83,0.05,0.28,2.11,0.67,4.25,7.56,1.51,3.63,0.01,0.41,12.85,0.25,0.73,1.49
"James Cousins","Hawthorn",25,"Interchange",9.4,7.64,17.04,76.16,0.4,0.28,0,2.92,0.68,3.36,2.12,2.36,0.72,0.96,5.4,11.76,0,0.08,0.2,0.64,0.32,0.2,72.56,0.88,1.24,3.88,263.6,3.84,2,0.32,0,0,0.12,0.08,6.84,6.44,0.56,3.76,0,0.12,15.36,0,0.72,0.12
"Chad Wingard","Hawthorn",71,"Forward",11.35,7.92,19.27,63.35,1.07,0.93,0,3.58,0.51,4.27,2.8,2.49,1,0.59,7.92,11.11,0.17,0.39,0.96,1.15,0.46,0.68,84.61,1.11,1.68,5.99,346.59,4.07,1.93,0.79,0.01,0.06,1.2,0.38,5.79,5.92,1.34,5.3,0,0.15,16.63,0,1.07,0.54
"Will Day","Hawthorn",11,"Defender",9.09,6.55,15.64,72.27,0.09,0.09,0,1.36,2.55,1.64,0.45,1.73,0.91,0.27,4.09,10.45,0,0.36,0.18,2.36,0,0,82.73,0,0.45,2.45,269.64,2.73,4.82,0.09,0.18,1,0,0,5.82,6.09,0.09,2.55,0,1.91,11.27,0,0.55,1.82
"Liam Shiels","Hawthorn",79,"Midfield",12.43,9.27,21.7,66.57,0.43,0.32,0,5.81,1.2,3.51,3.81,3.56,0.7,1.19,7.86,13.1,0.23,0.15,0.25,1.16,0.18,0.39,80.2,1.22,2.58,4.67,322.43,4.43,2.58,0.8,0.08,0.19,0.11,0.03,9.84,6.53,0.65,5.35,0,0.34,21.84,0.04,1.1,0.23
"Ben McEvoy","Hawthorn",76,"Ruck",4.88,6.78,11.66,80.55,0.42,0.13,26.24,2.82,0.59,0.95,2.11,1.42,1,0.64,6.78,5.5,0.22,1.63,0.55,4.49,0,0.34,81.04,0.91,1.2,3.8,72.16,1.22,2.99,0.3,0.18,0.66,1.05,0.28,5.57,3.53,0.42,3.54,8.21,1.38,11.38,52.86,2.01,3.24
"Sam Frost","Hawthorn",67,"Defender",7.45,4.87,12.31,72.7,0.01,0.06,0.07,1.87,3.24,0.82,0.13,2.67,0.75,1.09,5.19,7.13,0,0.67,0.01,5.12,0.22,0.07,88.54,0.01,0.12,2.12,216.97,2.9,6.4,0,0.76,2.52,0,0,6.31,5.04,0.01,3.64,0.01,1.75,7.78,0.21,1.09,4.24
"James Frawley","Hawthorn",60,"Defender",8.27,3.85,12.12,79.78,0,0,0,1.33,2.55,0.7,0.07,1.87,0.52,0.83,3.75,8.15,0.02,0.35,0,5.9,0.03,0.05,89.32,0,0.05,1.8,193.78,2.35,4.88,0.03,0.68,2.67,0,0,4.78,6.7,0.02,2.7,0,1.15,5.97,0.05,0.62,5.4
"Jack Scrimshaw","Hawthorn",27,"Interchange",8.59,6.33,14.93,72.63,0,0.04,0,1.63,2.56,1.19,0.22,2.04,0.41,0.52,5.07,9.22,0,0.78,0,2.19,0.07,0.07,74.26,0.07,0.15,2.19,237.78,3.41,5.78,0,0.22,1.41,0,0,6.52,5.81,0.11,3.67,0,1.89,8.93,0,0.74,1.59
"Jaeger O'Meara","Hawthorn",60,"Midfield",12.9,10.85,23.75,65.72,0.48,0.45,0,5.18,1.6,3.3,5.25,4.3,0.68,1.7,10.23,13.38,0.42,0.07,0.3,1.12,0.1,0.38,82.52,2.32,2.93,5,304.47,4.48,2.07,0.82,0.05,0.12,0.12,0.03,8.68,6.82,0.88,6.88,0,0.15,19.53,0.03,1.07,0.3
"Mitchell Lewis","Hawthorn",22,"Forward",5.64,3.45,9.09,64,1.14,0.91,1.68,1.23,0.14,1.27,0.32,1.64,0.77,0.68,4.91,4.5,0,1.36,1.68,2.05,0,0.41,73.32,0.09,0.23,4.18,121.18,1.91,1,0.68,0,0.14,3.09,0.86,1.68,3.18,1.05,2.32,0.32,0.09,8.41,6.95,0.55,1.45
"Noah Anderson","Gold Coast",17,"Interchange",9.35,7.18,16.53,62.29,0.24,0.24,0,1.88,1,3,2.24,2.47,0.59,0.59,7.12,9.35,0,0.12,0.29,1.18,0.18,0.24,76.06,0.59,1.65,3.35,274.59,4.06,2.47,0.18,0.06,0.12,0.24,0.06,6.65,4.65,0.35,5.88,0,0.24,12.35,0,0.82,0.65
"Lachie Weller","Gold Coast",78,"Midfield",11.58,8.12,19.69,72.38,0.29,0.26,0,2.63,3.36,3.01,1.9,2.53,0.71,0.59,5.77,12.97,0.04,0.1,0.06,1.4,0.99,0.22,83.76,0.46,1.45,3.35,390.78,4.35,3.54,0.28,0.22,0.67,0.09,0,7.91,7.53,0.46,4.49,0,0.49,13.96,0,0.92,1
"Izak Rankine","Gold Coast",12,"Forward",7.5,4,11.5,61.67,1,1.42,0,1.75,0.17,2.75,1,2.67,1,1.25,6.17,5.25,0,0.33,0.67,0.92,0.42,0.5,82.5,0.17,0.83,4.58,210,3.08,1.5,0.75,0,0,0.67,0.17,3.33,4.17,1.5,4.17,0,0.25,15.92,0,1.08,0.25
"Jack Bowes","Gold Coast",59,"Midfield",9.9,6.41,16.31,69.12,0.22,0.17,0,2.49,2.25,1.93,1.42,2.71,0.68,0.9,6.61,9.32,0,0.32,0.19,1.86,0.05,0.2,77.63,0.47,0.93,2.58,249.02,3.42,4.32,0.41,0.2,0.59,0.37,0.05,7.12,6.2,0.47,4.78,0,0.95,13.39,0,0.76,1.05
"Jarrod Harbrow","Gold Coast",74,"Defender",13.82,5.55,19.38,74.26,0.04,0.04,0,1.74,3.95,1.69,0.69,3,0.65,0.96,5.04,13.28,0.07,0.31,0,2.2,0.5,0.16,86.24,0.18,0.51,2.35,328.88,4.03,5.35,0.04,0.39,1.31,0.04,0,6.54,9.7,0.05,3.78,0,1.09,9.07,0,0.77,1.62
"Sam Day","Gold Coast",39,"Forward",4.87,4.9,9.77,65.85,0.82,0.41,3.82,1.79,0.23,1.44,0.56,1.87,0.72,0.64,5.21,4.69,0,1.15,1.03,2.15,0,0.46,80.54,0.1,0.46,3.36,136.79,2.1,1.33,0.59,0.13,0.36,2.49,1.13,2.79,2.95,0.92,3.18,0.79,0.23,9.59,10.54,0.56,1.82
"David Swallow","Gold Coast",75,"Midfield",11.89,9.57,21.47,64.03,0.44,0.39,0,4.33,1.53,3.25,4.64,3.39,1.08,1.19,10.61,10.88,0.12,0.23,0.4,1.21,0.07,0.32,77.23,1.75,2.92,4.05,293.37,4.52,2.63,0.6,0.05,0.19,0.48,0.13,9.51,6.31,1.24,7.09,0,0.45,19.07,0.12,1.08,0.37
"Alex Sexton","Gold Coast",78,"Forward",8.85,3.94,12.78,63.51,1.26,0.86,0,1.83,0.68,3.29,0.62,2.68,0.51,0.92,4.13,8.88,0.01,0.22,0.65,1.17,0.62,0.42,84.87,0.15,0.46,4.44,293.55,3.55,1.5,0.54,0.08,0.21,1.27,0.23,4.13,5.13,1.06,3.14,0,0.12,13.01,0,0.55,0.72
"Charlie Ballard","Gold Coast",48,"Defender",8.42,2.94,11.35,70.25,0.02,0.06,0,1.06,2.67,0.62,0.21,2.23,0.54,0.67,4.15,6.77,0,1.02,0,4.42,0.04,0.04,88.33,0.02,0.19,1.08,179.06,2.4,5.58,0.02,0.9,2.65,0.25,0,5.81,5.67,0.06,2.58,0,2.17,8.33,0,0.46,3.96
"Touk Miller","Gold Coast",77,"Midfield",9,12.35,21.35,70.45,0.26,0.26,0,5.25,1.83,2.3,3.87,3.03,1.31,0.91,10.09,11.82,0.12,0.1,0.21,1.65,0.03,0.29,82.34,1.31,2.56,3.96,242.69,3.06,2.56,0.94,0.13,0.26,0.26,0.09,8.35,5.56,1.1,6.88,0,0.16,18.66,0.01,1.05,0.45
"Ben Ainsworth","Gold Coast",57,"Forward",8.35,5.96,14.32,65.82,0.7,0.7,0,2.46,0.58,2.79,1.23,2.42,0.86,0.65,5.56,8.89,0,0.28,0.68,0.75,0.21,0.44,75.33,0.32,0.91,4.07,234.35,3.18,1.6,0.77,0.04,0.05,0.89,0.16,5.72,4.81,1.05,4.18,0,0.11,15.77,0,0.56,0.32
"Brandon Ellis","Gold Coast",82,"Midfield",12.15,8.48,20.62,77.66,0.29,0.17,0,2.29,2.77,2.37,1.15,2.46,0.63,0.71,5.83,14.34,0.01,0.24,0.22,1.41,0.78,0.27,84.4,0.24,0.91,4.13,295.02,3.62,4.95,0.15,0.27,0.6,0.12,0.04,7,8.94,0.39,4.71,0,1.04,12.09,0,1.13,0.93
"Caleb Graham","Gold Coast",10,"Defender",5.4,3.1,8.5,75.6,0,0,0,0.6,2.5,0.1,0.1,1.8,0.5,0.8,2.7,5.6,0,0.4,0,7.8,0,0,86.7,0.1,0,0.5,115.6,1.4,4.3,0,0.8,3,0,0,5.1,3.9,0,1.8,0,1.6,5.6,0,0.4,7.6
"Ben King","Gold Coast",31,"Forward",4.94,2.16,7.1,58.84,1.35,0.94,0,0.55,0.03,1.23,0.03,1.35,0.71,0.52,3.77,3.35,0,0.9,1.74,1.42,0.06,0.23,85.94,0,0.03,3.68,139.48,1.84,0.39,0.29,0,0,3.65,0.87,1,2.65,1.1,2.1,0,0.03,7.71,0,0.19,1.23
"Kade Simpson","Carlton",78,"Defender",15.54,6.36,21.9,75.79,0.15,0.04,0,2.13,4.55,2.15,1.03,2.44,0.91,0.56,5.97,13.73,0.21,0.29,0.14,1.86,0.9,0.33,87.92,0.22,0.78,3.6,399.19,4.15,5.54,0.04,0.32,1.01,0.05,0,7.23,11.23,0.14,4.68,0,1.06,10.06,0,1.24,1.22
"Sam Walsh","Carlton",39,"Midfield",12.56,10.59,23.15,65.1,0.36,0.44,0,2.97,1.85,3.41,2.97,3.54,0.51,0.87,9.1,14.38,0.15,0.13,0.1,0.74,0.44,0.41,84.18,0.49,2.49,4.05,318.49,5,3.74,0.33,0.13,0.23,0.1,0,9.38,6.87,1.23,7.67,0,0.36,19.31,0,0.9,0.26
"David Cuningham","Carlton",34,"Interchange",6.59,6.53,13.12,67.74,0.59,0.35,0,3.15,0.62,2.74,1.09,2.15,0.41,0.65,5.5,8.09,0,0.12,0.32,0.44,0.59,0.41,74.71,0.32,0.76,3.82,217.47,2.74,1.68,0.71,0.03,0.06,0.53,0.09,5.65,4.03,1.35,4.29,0,0.15,15.47,0,0.71,0.18
"Marc Pittonet","Carlton",17,"Ruck",3.82,4.24,8.06,61.12,0,0.24,23,2.29,0.35,1.18,2.76,2.12,1,1.24,5.53,2.06,0,0.88,0.18,2.88,0,0.06,77,1.35,1.41,2.18,73.41,1.76,1.94,0.35,0.24,0.94,0.29,0.06,4.47,1.71,0.41,3.29,7.18,0.82,9.24,53.12,1.29,2.06
"Lachie Plowman","Carlton",71,"Defender",8.62,4.39,13.01,78.63,0,0.04,0,1.93,2.49,0.76,0.38,1.54,0.79,0.61,4.41,8.15,0,0.44,0.01,4.68,0.11,0.03,90.45,0.08,0.3,1.99,175.61,1.97,5.37,0.03,0.86,2.7,0.01,0.01,7.17,6.65,0,2.96,0,1.42,9.3,0,0.75,3.79
"Cameron Polson","Carlton",19,"Forward",4.21,3.53,7.74,56.21,0.21,0.42,0,2.58,0.32,1.53,0.21,2.11,0.37,0.84,3.74,4.32,0,0.05,0.16,0.42,0.11,0.26,76,0.05,0.16,2.05,132.11,2.63,1.68,0.63,0,0.16,0.21,0,5.16,1.95,1,3.26,0,0.11,15,0,0.47,0.21
"Tom De Koning","Carlton",9,"Forward",3.56,4.22,7.78,57.78,0.11,0.22,10,2.22,0.44,1.56,1.67,2.44,0.44,1.33,5.33,2.67,0,0.89,0.22,1.33,0,0.11,76.78,0.44,1.22,2,108.11,1.56,0.56,0.67,0.22,0.89,0.78,0.33,3,1.89,0.56,3.44,2.33,0.22,8.56,32.56,0.44,1.11
"Michael Gibbons","Carlton",36,"Forward",9.44,4.86,14.31,63.39,0.75,0.56,0,2.75,0.42,3.22,1.61,2.64,0.64,0.94,4.64,9.39,0,0.06,0.64,0.92,0.19,0.56,78.81,0.19,1.42,4.36,285.08,3.61,0.89,0.64,0.03,0.06,0.56,0.14,5.36,5.25,1.14,3.56,0,0.03,16.25,0,0.53,0.31
"Liam Jones","Carlton",59,"Defender",7.07,2.53,9.59,76.07,0,0.05,0.15,2.14,2.41,0.8,0.19,2.05,0.88,1.03,4.9,4.8,0.08,1.53,0.03,9.44,0,0.02,93.86,0.07,0.12,1.25,137.07,2.03,6.61,0,0.92,4.61,0.03,0.02,6.25,5.2,0.07,2.17,0.05,3.08,7.54,0.86,0.78,8.41
"Mitch McGovern","Carlton",53,"Forward",7.45,2.47,9.92,67.25,1.25,0.81,0.06,1.92,0.49,2.26,0.08,1.68,0.98,0.55,3.87,6.21,0.04,0.87,1.38,1.51,0.04,0.62,78.91,0.02,0.06,4.57,196.34,2.08,1.57,0.87,0.04,0.15,1.6,0.34,2.45,4.77,0.75,1.98,0,0.43,10.04,0.13,0.49,1.06
"Jack Newnes","Carlton",81,"Defender",10.65,6.84,17.49,70.65,0.53,0.51,0,2.62,2.1,3.04,1.26,2.65,0.54,0.99,5.41,12.35,0.04,0.2,0.47,1.32,0.43,0.41,83.05,0.14,1.12,4.47,312.32,3.8,2.64,0.52,0.19,0.36,0.53,0.09,5.52,6.88,0.83,3.95,0,0.44,12.07,0.01,0.73,0.56
"Jacob Weitering","Carlton",73,"Defender",9.18,3.73,12.9,76.3,0.11,0.05,0,1.32,2.74,0.95,0.19,2.3,0.52,1.07,4.97,7.7,0.01,1,0.11,5.68,0.15,0.08,89.88,0.01,0.19,1.89,197.36,2.47,5.47,0.1,0.84,3.49,0.49,0.19,4.44,6.78,0.19,3.21,0,1.84,6.3,0.03,0.79,4.97
"Tom Williamson","Carlton",32,"Interchange",7.22,4.12,11.34,72.5,0.06,0.12,0,2.06,2.06,1.22,0.5,1.69,0.53,0.47,3.41,7.88,0,0.12,0.03,1.72,0.38,0.16,74.34,0,0.5,1.72,177.75,1.88,2.91,0.06,0.22,0.94,0,0,6.88,4.94,0.03,2.66,0,0.53,10.53,0,0.44,1.31
"Harry McKay","Carlton",48,"Forward",7.31,2.21,9.52,62.44,1.48,1.21,0.92,1.58,0.19,1.79,0.17,2.29,1.17,1.27,4.94,4.96,0.02,1.88,2.15,1.48,0.19,0.17,84.29,0.04,0.12,4.4,204.54,2.65,0.67,0.71,0,0.02,2.85,0.85,1.77,4.35,0.79,1.75,0.17,0.19,7.46,3.98,0.17,1.15
"Eddie Betts","Carlton",78,"Forward",7.65,4.41,12.06,62.24,1.72,1.13,0,2.86,0.13,1.96,1.04,2.28,0.67,0.77,6.26,5.49,0.14,0.47,1.38,0.87,0.09,0.88,85.26,0.22,0.82,5.82,175.13,2.6,1.13,1.51,0.01,0.03,1.5,0.49,3.31,3.79,2.51,4.73,0,0.03,14.1,0,0.87,0.29
"Levi Casboult","Carlton",69,"Forward",6.88,2.97,9.86,66.41,1.12,0.68,7,1.83,0.52,1.59,0.83,2.81,0.75,1.48,5.19,4.88,0,1.96,1.57,2.93,0,0.17,87.87,0.17,0.65,3.64,145.75,2.7,1.86,0.46,0.17,0.83,2.58,0.59,3.28,4.2,0.58,2.06,1.9,1.03,8.48,17.06,0.7,2.49
"Marc Murphy","Carlton",71,"Midfield",14.1,11.11,25.21,70.46,0.45,0.32,0,3.38,1.8,3.82,3.48,3.2,1.14,0.96,8.45,16.41,0.24,0.01,0.25,0.8,0.28,0.59,84.99,1.14,2.35,5.11,355.96,4.31,2.7,0.44,0.04,0.15,0.1,0.03,8.65,8.73,0.94,6.17,0,0.24,18.45,0.01,1.11,0.24
"Patrick Cripps","Carlton",74,"Midfield",10.69,15.26,25.95,69.36,0.51,0.49,0,5.84,1.14,3.32,7.28,3.99,2.41,1.77,15.3,10.86,0.69,0.89,0.45,1.28,0.32,0.22,87.42,3.2,4.09,4.97,248,4.15,2.34,0.61,0.03,0.11,1.31,0.58,10.73,6.08,1.23,8.89,0,0.27,21.49,0.18,1.49,0.54
"Jack Martin","Carlton",68,"Forward",10.82,6.38,17.21,67.68,0.85,0.65,0,3.96,1.41,2.24,2.04,3.35,1.24,1.31,7.26,10.22,0.09,0.69,0.84,1.01,0.19,0.43,80.79,0.81,1.24,4.43,254.15,3.54,2,0.88,0.12,0.26,1.13,0.38,5.88,6.63,1.4,4.59,0,0.5,14.26,0.03,0.85,0.46
"Matthew Kennedy","Carlton",45,"Interchange",7.27,8.31,15.58,69.02,0.44,0.29,0,3.31,1,1.78,2.24,2.42,0.64,0.76,7.16,8.56,0.02,0.31,0.42,0.73,0.18,0.29,72.36,0.67,1.6,3.31,181.07,2.73,1.82,0.51,0,0.02,0.53,0.11,6.29,4,1.04,5.47,0,0.27,15.42,0.13,0.6,0.42
"Ed Curnow","Carlton",73,"Midfield",12.34,10.01,22.36,66.55,0.33,0.27,0,5.53,1.53,3.3,4.29,3.04,0.9,1.1,10,11.9,0.12,0.12,0.23,1.12,0.26,0.38,86.6,1.49,2.79,4.4,286.3,4.3,3.11,0.64,0.12,0.22,0.26,0.07,8.25,6.66,1.1,7.79,0,0.21,17.23,0,1.12,0.37
"Sam Petrevski-Seton","Carlton",80,"Forward",9.68,6.21,15.89,69.31,0.24,0.24,0,4.03,1.57,1.5,1.64,2.2,0.72,0.65,6.65,9.4,0.08,0.14,0.26,0.96,0.09,0.19,76.54,0.46,1.18,3.17,178.69,2.61,3.24,0.56,0.1,0.28,0.16,0.01,8.22,6.14,0.59,5.25,0,0.54,16.85,0.01,0.84,0.52
"Darcy Fogarty","Adelaide",24,"Forward",5.25,3.08,8.33,72.17,1.08,0.21,0.12,1.83,0.21,1.83,0.17,2,0.79,1.12,4.29,4.33,0.04,0.71,0.92,1.46,0.12,0.5,82.08,0.04,0.12,3.54,168.62,1.96,0.75,0.88,0.04,0.08,3.17,0.67,2.33,3.42,0.96,2.62,0,0.21,10.29,0.42,0.17,1.08
"Josh Caddy","Richmond",70,"Midfield",9.64,6.6,16.24,67.63,1.23,0.69,0.17,3.01,0.81,2.9,2.07,2.51,0.61,0.79,6.81,9.13,0.13,0.59,1,1.24,0.26,0.47,83.33,0.57,1.49,5.13,257.96,3.33,2.47,0.79,0.04,0.11,1.39,0.36,5.07,5.8,1.23,4.89,0.01,0.46,15.57,1.44,0.91,0.54
"Jack Ross","Richmond",14,"Interchange",7.57,7.71,15.29,68.14,0.07,0.14,0,3,1.07,2.71,2.5,2.29,0.93,0.64,6,9.79,0,0.07,0,1.29,0,0.43,69.5,1.21,1.36,3.36,245.29,3.36,2.36,0,0,0,0.07,0,6.93,4.71,0.36,4,0,0.29,16.07,0,0.57,0.21
"Luke Brown","Adelaide",76,"Defender",9.59,4.61,14.2,82.41,0.07,0.07,0,1.95,3.49,1.16,0.28,1.33,0.72,0.45,4.55,8.18,0,0.24,0.01,2.22,0.24,0.14,82.7,0.04,0.25,2.29,260.38,2.67,5.17,0.05,0.68,2.14,0.03,0.03,7.37,7.7,0.07,3.51,0,0.88,9.2,0,1.11,1.82
"Brad Crouch","Adelaide",54,"Midfield",13.17,14.43,27.59,65.76,0.39,0.43,0.02,5.43,1.67,3.8,5.43,3.74,1.17,0.78,11.46,15.07,0.31,0.07,0.2,0.65,0.13,0.39,76.13,1.94,3.52,5.33,337.13,5.26,2.44,0.8,0.02,0.13,0.17,0.04,7.69,6.83,0.93,7.65,0,0.19,17.06,0.02,1.28,0.22
"Matt Crouch","Adelaide",78,"Midfield",13.15,18.17,31.32,70.81,0.23,0.22,0,4.19,2.01,3.13,5.17,3.15,0.91,0.79,12.01,19.27,0.35,0.06,0.13,0.86,0.18,0.47,76.36,1.9,3.24,5.94,312.37,4.9,3.31,0.5,0.06,0.19,0.05,0.01,9.28,7.53,0.81,8.65,0,0.32,18.32,0.01,1.47,0.31
"Harry Schoenberg","Adelaide",8,"Interchange",5,6.75,11.75,65.88,0.38,0,0,1.88,0.5,1.88,1.62,1.62,0.38,0.5,5.88,6.5,0,0,0.12,0.5,0,0.12,76.12,0.38,1.25,2.88,155.12,2,1.25,0.38,0,0,0,0,4.88,3.38,0.88,4.5,0,0,13,0,0.25,0
"Lachlan Sholl","Adelaide",8,"Interchange",9,4.12,13.12,73.88,0.25,0.12,0,0.88,1.88,1.62,1.25,1.38,0.62,0.25,3.62,9.88,0,0,0.12,1.12,0,0.12,83.25,0.38,0.88,2.38,255.75,2.12,2.12,0,0.25,0.75,0,0,5.62,5.62,0.62,3,0,0.62,9.12,0,0.75,1
